epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
111,2681.4,1.59289,0.9339,1.19196,0.8781,0.72206,0.80751,0.38415,1.78764,0.92624,1.33071,0.004555,0.004555,0.004555
112,2710.34,1.58386,0.91808,1.19158,0.84703,0.72188,0.79697,0.3829,1.79935,0.9386,1.3324,0.0045055,0.0045055,0.0045055
113,2739.87,1.56304,0.90688,1.18475,0.89272,0.74069,0.81838,0.38381,1.79935,0.92198,1.34615,0.004456,0.004456,0.004456
114,2768.89,1.55322,0.91524,1.1938,0.86772,0.71203,0.79836,0.38668,1.80044,0.93303,1.34286,0.0044065,0.0044065,0.0044065
115,2799.97,1.56189,0.88532,1.17394,0.85969,0.72858,0.80862,0.39279,1.79013,0.89972,1.34108,0.004357,0.004357,0.004357
116,2831.12,1.52316,0.87956,1.16847,0.86257,0.7104,0.799,0.39073,1.77736,0.9163,1.33008,0.0043075,0.0043075,0.0043075
117,2860.12,1.57929,0.92047,1.20606,0.87189,0.72063,0.80789,0.39248,1.7645,0.92075,1.33278,0.004258,0.004258,0.004258
118,2887.66,1.54961,0.89136,1.1877,0.85168,0.7486,0.81353,0.38683,1.77598,0.93024,1.32204,0.0042085,0.0042085,0.0042085
119,2919.64,1.56086,0.88383,1.18238,0.88692,0.71347,0.80934,0.3987,1.74315,0.9102,1.30652,0.004159,0.004159,0.004159
120,2954.75,1.54394,0.8915,1.18622,0.8782,0.74069,0.81062,0.40266,1.74854,0.91105,1.31781,0.0041095,0.0041095,0.0041095
121,2987.64,1.52947,0.87598,1.1728,0.86475,0.75112,0.82043,0.40404,1.76597,0.89083,1.3298,0.00406,0.00406,0.00406
122,3017.75,1.5428,0.8801,1.1754,0.90925,0.71772,0.81366,0.39766,1.76838,0.90678,1.32956,0.0040105,0.0040105,0.0040105
123,3045.75,1.5316,0.86934,1.17035,0.89299,0.74122,0.82139,0.40376,1.7602,0.87598,1.3127,0.003961,0.003961,0.003961
124,3076.2,1.54548,0.88062,1.18942,0.8667,0.74212,0.81999,0.3934,1.77074,0.89034,1.32708,0.0039115,0.0039115,0.0039115
125,3105.78,1.52048,0.85731,1.15893,0.90365,0.73066,0.81077,0.39149,1.7813,0.91579,1.32634,0.003862,0.003862,0.003862
126,3135.64,1.49383,0.84225,1.1565,0.88541,0.7417,0.82022,0.39999,1.74773,0.88683,1.31882,0.0038125,0.0038125,0.0038125
127,3164.84,1.51895,0.85494,1.17846,0.85336,0.74928,0.8132,0.39684,1.78722,0.89204,1.34209,0.003763,0.003763,0.003763
128,3193.37,1.51416,0.86419,1.16375,0.87719,0.7192,0.81525,0.39011,1.77799,0.90403,1.33809,0.0037135,0.0037135,0.0037135
129,3222.68,1.53407,0.85319,1.16856,0.86663,0.73496,0.81416,0.40326,1.75025,0.88874,1.31648,0.003664,0.003664,0.003664
130,3251.56,1.50846,0.84927,1.16513,0.8883,0.73066,0.8186,0.40492,1.76297,0.87375,1.32076,0.0036145,0.0036145,0.0036145
131,3279.66,1.50499,0.84053,1.15737,0.88444,0.73639,0.82251,0.40346,1.76822,0.88036,1.32988,0.003565,0.003565,0.003565
132,3307.46,1.50221,0.84254,1.16753,0.86795,0.72493,0.81773,0.40094,1.77091,0.8936,1.33489,0.0035155,0.0035155,0.0035155
