epoch,total_loss,hash_loss,quant_loss,cls_loss,val_acc
1,0.9805366549736414,0.2242213487625122,0.24788921383711007,0.4333765590802217,0.9464285714285714
2,0.778994694734231,0.17596949904392928,0.2027674913406372,0.3158713747293521,0.9519230769230769
3,0.7352495529712775,0.16734974353741378,0.18736610733545744,0.2876883049805959,0.9505494505494505
4,0.7134147255848615,0.16770103994088295,0.1859248345478987,0.2768786113995772,0.9505494505494505
5,0.6653589942516425,0.15543957016406915,0.1756088852118223,0.2390186202067595,0.9532967032967034
6,0.6570287071741544,0.15842779420125178,0.17207636894323888,0.22120681137610704,0.9532967032967034
7,0.645076144964267,0.15910578156128907,0.17143838489666963,0.2063004527336512,0.9519230769230769
8,0.6146616278550564,0.15226267679379538,0.17617404422698876,0.18589635690053305,0.9532967032967034
9,0.6502062601920886,0.17450451526122215,0.16659089158742857,0.20216958950727415,0.9519230769230769
10,0.6059820957672901,0.15533122152854234,0.16456065537073675,0.17259421065831795,0.9532967032967034
11,0.5929179757069318,0.15499678330543715,0.1659330943456063,0.16076397055234665,0.9532967032967034
12,0.5648612395311013,0.14850200368807867,0.1614010968269446,0.14285469857546,0.9532967032967034
13,0.5489614865718744,0.1474442476263413,0.1564334736038477,0.14268538432243544,0.9519230769230769
14,0.5497466845390124,0.1510859427925868,0.15172864152834967,0.14222617733937043,0.9532967032967034
15,0.5468749870092441,0.15400154219988066,0.15770016801662934,0.13648497752654246,0.9491758241758241
16,0.5404646243804541,0.15268715604757652,0.15300806821920934,0.12965777000555626,0.9519230769230769
17,0.5171325008074442,0.14504609276086855,0.15253360321124396,0.11739129706835136,0.9532967032967034
18,0.5148277022899725,0.14667464773624372,0.14644571183583674,0.11149126692460133,0.9532967032967034
19,0.5078041820954053,0.14700528807364976,0.14697783612287962,0.10074494874630219,0.9532967032967034
20,0.4910990649308914,0.14267926261975214,0.14924048212094185,0.08986468422107208,0.9519230769230769
21,0.48338009608097565,0.1407960634201001,0.1384340599179268,0.08494519652464451,0.9532967032967034
22,0.50397794903853,0.148903271708733,0.14642934864148116,0.09712644284352279,0.9478021978021978
23,0.5000825967544165,0.14810001085966062,0.1514680334008657,0.10152570177347232,0.9505494505494505
24,0.4679436057041853,0.14022455211633292,0.13689694419885293,0.07611949999745075,0.9519230769230769
25,0.47790476221304673,0.14282373587290445,0.13014565045252824,0.08863241464281693,0.9505494505494505
26,0.4772592332118597,0.14609555651744208,0.13765475822564882,0.08440313755701749,0.9491758241758241
27,0.49358914219416106,0.15407278656195372,0.14706957435760742,0.09396520180579944,0.9505494505494505
28,0.4650540130260663,0.14438758599452484,0.13732488128619316,0.06982970113555591,0.9532967032967034
29,0.46564538815082646,0.14410243718287882,0.13662234388100794,0.0744302280438252,0.9505494505494505
30,0.46392252812018764,0.1463176774290892,0.13981216897567114,0.07281253477319694,0.9532967032967034
31,0.45069141342089725,0.13869354147941637,0.12723937879006067,0.06939502079517414,0.9532967032967034
32,0.4587812179174179,0.1461552796073449,0.13432375131509242,0.06793669353310879,0.9532967032967034
33,0.42680036028226215,0.1343567715241359,0.13194999729211515,0.046735439354028456,0.9532967032967034
34,0.4376753347042279,0.1393533461751082,0.1288826440771421,0.05833725659893109,0.9532967032967034
35,0.4435022412202297,0.14026410018022245,0.13327110826204985,0.06647603223339105,0.9532967032967034
36,0.4213939905166626,0.13340676728731546,0.13044913953695542,0.05244734095266232,0.9519230769230769
37,0.43104918492146027,0.138083859705008,0.12690873845265463,0.059603504358957976,0.9532967032967034
38,0.4405772953461378,0.13975554742874244,0.12877293351369026,0.07440499416910686,0.9532967032967034
39,0.4426653278179658,0.14161320088001397,0.13211581913324502,0.07669825488940263,0.9532967032967034
40,0.3992185569726504,0.12945635330218536,0.12562875029368278,0.03482334917554489,0.9519230769230769
41,0.467909132822966,0.15440641687466547,0.12393685831473424,0.10123033807254754,0.9532967032967034
42,0.42275081154627675,0.13924192427060542,0.13105589437943238,0.05934366970681227,0.9519230769230769
43,0.4241790717993027,0.138167910468884,0.13266404030414727,0.05983343257162815,0.9532967032967034
44,0.4217377213331369,0.134994870195022,0.12583050857751799,0.06919314072300227,0.9505494505494505
45,0.3842118902084155,0.12483477687988526,0.12435981440238464,0.030948488041758537,0.9519230769230769
46,0.4008524043437762,0.13358012567727995,0.12298667182524999,0.046120854619985975,0.9532967032967034
47,0.39379227314239895,0.13336758583019942,0.1262070901500873,0.03445387197037538,0.9532967032967034
48,0.4103883512509175,0.13836591098553094,0.13282182831794787,0.055366188335495115,0.9491758241758241
49,0.3866776808714255,0.12903541918748465,0.12601224657816765,0.037972598121716425,0.9505494505494505
50,0.44525287930782026,0.14757615881852615,0.14280626139579675,0.09112264750859676,0.9505494505494505
51,0.38184413390281874,0.12963146162338746,0.12699823673719016,0.0354229444399094,0.9478021978021978
52,0.4147478869328132,0.13786930113266677,0.12418020516633987,0.07472912155282803,0.9505494505494505
53,0.3957459131876628,0.13392818795564848,0.12733624417048234,0.049343906820584565,0.9505494505494505
54,0.37092128013953185,0.12801029284795126,0.12123114099869362,0.025657550694468696,0.9519230769230769
55,0.37030620605517656,0.12893139723783884,0.12683876298176935,0.02645570756151126,0.9519230769230769
56,0.3844778407842685,0.1326338257162999,0.1300451751702871,0.04462806336008585,0.9519230769230769
57,0.37865416896648896,0.1327269780330169,0.13066629931712762,0.03177788896629444,0.9519230769230769
58,0.39507671120839244,0.1335466471620095,0.12612281949856344,0.06193681973486374,0.9519230769230769
59,0.37152919478905505,0.13007286611275795,0.1259346862251942,0.030575604870533332,0.9519230769230769
60,0.3543212597186749,0.1242442440528136,0.123146670177961,0.0209626521055515,0.9519230769230769
61,0.364149754628157,0.12837358086537093,0.12918839909327337,0.030735551833342284,0.9491758241758241
62,0.3797680009634067,0.1322394731717232,0.12698059204297188,0.04237422657509645,0.9505494505494505
63,0.373781551917394,0.13305079745940673,0.13869059334198633,0.0402388660571514,0.9505494505494505
64,0.35848926657285446,0.1243781220072355,0.1229052043113953,0.036946734317984335,0.9519230769230769
65,0.4194478216843727,0.14486127060193282,0.12457504601050647,0.09838744945442066,0.9519230769230769
66,0.37575028874935246,0.12984599612462214,0.12953081115698203,0.060312546646365754,0.9519230769230769
67,0.35568057497342426,0.12694209546614915,0.1289249205818543,0.03137282083909481,0.9505494505494505
68,0.36213622261316347,0.13097660969465208,0.13804932817434654,0.03513369064491529,0.9519230769230769
69,0.3587004664616707,0.12379765262206395,0.1261187998148111,0.05123457658844881,0.9505494505494505
70,0.3676006465386122,0.13119615614414215,0.13521670473691744,0.04356076783285691,0.9532967032967034
71,0.40479421844849217,0.1481403465836476,0.13074558533919164,0.07808013929006381,0.9478021978021978
72,0.37136116318213636,0.12835670377199465,0.12506064753501844,0.07030514097557618,0.9519230769230769
73,0.3416515688101451,0.12235708209948662,0.12536492084081358,0.03312006595138556,0.9519230769230769
74,0.39116470171855044,0.14212837051122618,0.12888917135886657,0.0773747564556125,0.9519230769230769
75,0.34456794995528,0.1250483663036273,0.1324681647312947,0.03393091242282818,0.9519230769230769
76,0.32281579803197813,0.11710507499101834,0.12501126948075417,0.017913780461710233,0.9505494505494505
77,0.3504975690291478,0.1263876578364617,0.12788989203862655,0.05247269217402507,0.9505494505494505
78,0.4003645884685027,0.14327612538368273,0.12845403815691286,0.09805978457324016,0.9505494505494505
79,0.3430054187774658,0.12370830812515357,0.13212048682646874,0.04088683736821016,0.9505494505494505
80,0.3266200155783922,0.1173120270936917,0.12477928934953152,0.028651590339648418,0.9505494505494505
81,0.33869374409700054,0.12291985845718628,0.1274137305907714,0.0415244251012038,0.9464285714285714
82,0.3336525781032367,0.12227585224004892,0.12339109965623954,0.030757437985485945,0.9505494505494505
83,0.37045680101101214,0.13714505923100007,0.12006423660577872,0.06856485773833135,0.9491758241758241
84,0.3882831587241246,0.14246591810996717,0.12576315169915175,0.08795176694790523,0.9519230769230769
