epoch,total_loss,hash_loss,quant_loss,cls_loss,val_acc
85,0.33374268809954327,0.11885219067335129,0.12637878343080863,0.04927043069918186,0.9519230769230769
86,0.35163005040242123,0.12685898060982043,0.13157921169812864,0.0616106230717821,0.9519230769230769
87,0.31471941104302037,0.11662605748726772,0.12523696476068252,0.021801544950367548,0.9532967032967034
88,0.3035040268531212,0.11143503471826896,0.11716692474408028,0.02000202322139954,0.9519230769230769
89,0.3078708258958963,0.11511329523263833,0.11834693489930569,0.02193792524914711,0.9519230769230769
90,0.30752176963365996,0.11527967338378613,0.12316777786383262,0.017583398960339718,0.9532967032967034
91,0.30238742400438356,0.11261424364951941,0.11885262471743119,0.020775838659550898,0.9519230769230769
92,0.2943937770831279,0.10858375521806571,0.11378772251116924,0.01651292601122688,0.9519230769230769
93,0.2848312785992256,0.10380811072312869,0.1092387535251104,0.011536146896198774,0.9532967032967034
94,0.310123262497095,0.11228543634598072,0.11276949445406596,0.03981763585351217,0.9519230769230769
95,0.30092925215378785,0.1129119254839726,0.12188075310908832,0.02181836759719329,0.9519230769230769
96,0.3667966303152916,0.13514468895319182,0.11673653240387256,0.0816327409627728,0.9532967032967034
97,0.30042741084710145,0.11086120800330089,0.11900229618335381,0.026753860645187207,0.9519230769230769
98,0.3662462379687872,0.1313504825035731,0.11657518282150611,0.0997742338058276,0.9532967032967034
99,0.2974284107868488,0.11006173682518494,0.12040879844855039,0.02522824148241526,0.9532967032967034
100,0.30143215564581066,0.11002948498114562,0.11510143792017913,0.032952661649921,0.9532967032967034
