epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,976.95,1.88848,1.31287,1.34555,0.78778,0.59032,0.65458,0.30075,1.91821,1.27027,1.42279,0.007921,0.007921,0.007921
44,999.876,1.89,1.32126,1.35284,0.75487,0.58596,0.64372,0.29197,1.95134,1.29994,1.45225,0.0078715,0.0078715,0.0078715
45,1022.25,1.86664,1.31646,1.33962,0.73998,0.54585,0.62845,0.28833,1.95646,1.31113,1.43712,0.007822,0.007822,0.007822
46,1045.54,1.8601,1.28876,1.35028,0.76979,0.57009,0.64079,0.29912,1.93887,1.28417,1.43256,0.0077725,0.0077725,0.0077725
47,1068.21,1.86513,1.3252,1.3602,0.8072,0.55184,0.65777,0.31265,1.89386,1.26308,1.41713,0.007723,0.007723,0.007723
48,1092.11,1.87525,1.29299,1.33331,0.77597,0.5745,0.63636,0.29088,1.95956,1.36686,1.43406,0.0076735,0.0076735,0.0076735
49,1116.77,1.88161,1.27487,1.32769,0.80414,0.59169,0.67304,0.31735,1.91097,1.23016,1.41454,0.007624,0.007624,0.007624
50,1141.15,1.87097,1.29227,1.38028,0.724,0.58309,0.65088,0.30502,1.9214,1.28269,1.43178,0.0075745,0.0075745,0.0075745
51,1163.95,1.84426,1.26976,1.31978,0.73035,0.55874,0.63496,0.29732,1.95616,1.29112,1.4496,0.007525,0.007525,0.007525
52,1187.01,1.83728,1.23591,1.31472,0.76274,0.59885,0.67632,0.31449,1.87855,1.25027,1.40968,0.0074755,0.0074755,0.0074755
53,1210.46,1.84295,1.22582,1.31536,0.77978,0.60602,0.69135,0.3287,1.84276,1.20397,1.38885,0.007426,0.007426,0.007426
54,1234.59,1.83545,1.24053,1.32304,0.76351,0.59206,0.66875,0.31093,1.8837,1.25256,1.40013,0.0073765,0.0073765,0.0073765
55,1257.43,1.80306,1.1973,1.30699,0.78344,0.60458,0.68225,0.32206,1.89457,1.20661,1.40457,0.007327,0.007327,0.007327
56,1281.05,1.80281,1.19255,1.31341,0.77648,0.56736,0.66257,0.30883,1.93223,1.23563,1.42521,0.0072775,0.0072775,0.0072775
57,1304.01,1.8062,1.19866,1.30378,0.76194,0.61444,0.67909,0.32173,1.89115,1.22729,1.39951,0.007228,0.007228,0.007228
58,1327.31,1.81992,1.21568,1.32055,0.76683,0.59456,0.67337,0.32131,1.88425,1.19604,1.39895,0.0071785,0.0071785,0.0071785
59,1349.84,1.77751,1.16749,1.29036,0.80394,0.61094,0.68669,0.31864,1.8796,1.18201,1.40547,0.007129,0.007129,0.007129
60,1373.37,1.79124,1.17749,1.31724,0.81244,0.61461,0.69511,0.34011,1.85398,1.15989,1.38688,0.0070795,0.0070795,0.0070795
61,1398.6,1.78333,1.15098,1.29445,0.80874,0.57163,0.66147,0.31201,1.92033,1.24311,1.42746,0.00703,0.00703,0.00703
62,1421.13,1.769,1.13641,1.28583,0.78796,0.62607,0.70138,0.32938,1.85863,1.1461,1.3882,0.0069805,0.0069805,0.0069805
63,1444.17,1.74494,1.12999,1.27869,0.83083,0.64183,0.72286,0.33572,1.85269,1.15183,1.38515,0.006931,0.006931,0.006931
64,1467.82,1.74501,1.13437,1.29017,0.83544,0.62321,0.71375,0.33238,1.86484,1.15469,1.39147,0.0068815,0.0068815,0.0068815
65,1491.13,1.75688,1.11008,1.27773,0.80965,0.64596,0.72175,0.34273,1.86416,1.11487,1.3872,0.006832,0.006832,0.006832
66,1515.02,1.75438,1.11535,1.27903,0.82041,0.62751,0.72172,0.3412,1.85963,1.1266,1.38772,0.0067825,0.0067825,0.0067825
67,1537.44,1.7725,1.12741,1.27341,0.83363,0.64613,0.72852,0.33934,1.87408,1.12219,1.38757,0.006733,0.006733,0.006733
68,1560.99,1.73091,1.11099,1.25892,0.79331,0.62136,0.70776,0.33218,1.88444,1.14733,1.41052,0.0066835,0.0066835,0.0066835
69,1583.19,1.72815,1.09953,1.26984,0.80506,0.65083,0.73536,0.34831,1.81835,1.10905,1.36891,0.006634,0.006634,0.006634
70,1606.52,1.72316,1.08964,1.26848,0.75924,0.65043,0.71782,0.3342,1.87008,1.10414,1.3856,0.0065845,0.0065845,0.0065845
71,1630.16,1.74509,1.11238,1.28514,0.78773,0.68768,0.75033,0.35043,1.86585,1.09281,1.38885,0.006535,0.006535,0.006535
72,1652.79,1.74314,1.10199,1.28748,0.81636,0.6533,0.74535,0.34958,1.84304,1.07808,1.37177,0.0064855,0.0064855,0.0064855
73,1675.03,1.71883,1.08937,1.26814,0.80282,0.67192,0.74461,0.33729,1.89581,1.08148,1.39883,0.006436,0.006436,0.006436
74,1699.7,1.72172,1.07693,1.26904,0.81282,0.66046,0.73432,0.3486,1.84437,1.08015,1.37479,0.0063865,0.0063865,0.0063865
75,1722.65,1.73057,1.10019,1.28074,0.79936,0.66783,0.75089,0.34932,1.84381,1.08192,1.37289,0.006337,0.006337,0.006337
76,1745.48,1.71547,1.08154,1.27563,0.84094,0.68338,0.76148,0.35908,1.84991,1.04955,1.37626,0.0062875,0.0062875,0.0062875
77,1768.61,1.69491,1.04868,1.24273,0.81799,0.66189,0.74046,0.34815,1.85534,1.09359,1.37415,0.006238,0.006238,0.006238
78,1790.88,1.69492,1.0485,1.25365,0.88037,0.65759,0.76192,0.35657,1.8543,1.08006,1.38106,0.0061885,0.0061885,0.0061885
79,1814.56,1.69875,1.04571,1.2498,0.81101,0.67628,0.74581,0.3601,1.82899,1.04796,1.3571,0.006139,0.006139,0.006139
80,1837.62,1.68645,1.02657,1.23444,0.8387,0.65553,0.74317,0.35465,1.81564,1.07287,1.35572,0.0060895,0.0060895,0.0060895
81,1860.14,1.69258,1.0386,1.25221,0.87262,0.65759,0.75467,0.35825,1.86124,1.03391,1.38913,0.00604,0.00604,0.00604
82,1882.99,1.68196,1.03796,1.23665,0.81147,0.67622,0.75692,0.35157,1.83284,1.06989,1.38339,0.0059905,0.0059905,0.0059905
83,1906.56,1.67469,1.02787,1.25585,0.84136,0.66106,0.75668,0.35548,1.85247,1.06823,1.37354,0.005941,0.005941,0.005941
84,1930.12,1.66669,1.03516,1.24757,0.8071,0.67736,0.75088,0.35181,1.82896,1.03538,1.3672,0.0058915,0.0058915,0.0058915
85,1953.11,1.67021,1.02162,1.24372,0.80938,0.67335,0.74889,0.36316,1.82295,1.04261,1.36997,0.005842,0.005842,0.005842
86,1977.14,1.64156,1.00121,1.23754,0.82607,0.65186,0.74903,0.3534,1.84739,1.04928,1.38323,0.0057925,0.0057925,0.0057925
87,2000.73,1.67761,1.00939,1.23107,0.85688,0.66762,0.76432,0.36015,1.8248,1.03539,1.38282,0.005743,0.005743,0.005743
88,2024.19,1.66318,1.00463,1.24433,0.83827,0.68481,0.76025,0.36587,1.8147,1.02492,1.35519,0.0056935,0.0056935,0.0056935
89,2047.66,1.64119,0.98862,1.22624,0.83231,0.68768,0.77411,0.36669,1.81955,0.9987,1.35632,0.005644,0.005644,0.005644
90,2070.21,1.64783,0.99335,1.21988,0.84655,0.68625,0.78261,0.37534,1.82185,0.98713,1.35881,0.0055945,0.0055945,0.0055945
91,2092.96,1.63883,0.97409,1.21582,0.85317,0.68768,0.76817,0.36284,1.82408,1.00868,1.36829,0.005545,0.005545,0.005545
92,2115.16,1.65571,0.9862,1.23188,0.82731,0.68338,0.77047,0.36264,1.86131,1.02887,1.38627,0.0054955,0.0054955,0.0054955
93,2138.72,1.6545,0.97061,1.22924,0.81934,0.71472,0.77741,0.37133,1.83176,0.97993,1.36779,0.005446,0.005446,0.005446
94,2163.91,1.6353,0.97688,1.23844,0.82226,0.67603,0.76095,0.36599,1.83956,1.01291,1.37277,0.0053965,0.0053965,0.0053965
95,2188.82,1.64198,0.99735,1.24766,0.85624,0.69118,0.77653,0.37819,1.78291,0.97145,1.34749,0.005347,0.005347,0.005347
96,2213.84,1.62208,0.98749,1.22994,0.84952,0.67938,0.7671,0.36275,1.84052,0.98829,1.36975,0.0052975,0.0052975,0.0052975
97,2237.12,1.63882,0.98563,1.22092,0.80827,0.70665,0.7722,0.37216,1.82258,0.98358,1.35729,0.005248,0.005248,0.005248
98,2260.35,1.62734,0.97302,1.22788,0.80867,0.70242,0.76441,0.36692,1.81547,1.00159,1.35379,0.0051985,0.0051985,0.0051985
99,2283.88,1.62173,0.96093,1.20679,0.84874,0.70487,0.78003,0.37562,1.8,0.98773,1.3587,0.005149,0.005149,0.005149
100,2306.06,1.629,0.96339,1.22026,0.83419,0.71777,0.78413,0.3756,1.80182,0.97821,1.35565,0.0050995,0.0050995,0.0050995
101,2329.05,1.60884,0.9609,1.20711,0.82407,0.73209,0.79344,0.38492,1.7968,0.96366,1.34612,0.00505,0.00505,0.00505
102,2353.31,1.58969,0.93745,1.18908,0.83499,0.73496,0.78907,0.38136,1.79637,0.94138,1.3588,0.0050005,0.0050005,0.0050005
103,2377.5,1.60532,0.93595,1.21775,0.83791,0.72578,0.79239,0.37855,1.81656,0.95101,1.36137,0.004951,0.004951,0.004951
104,2401.88,1.6072,0.95266,1.21385,0.85958,0.68338,0.77502,0.37471,1.8369,0.97516,1.38615,0.0049015,0.0049015,0.0049015
105,2426.82,1.59988,0.94315,1.20151,0.84115,0.71633,0.79318,0.3806,1.78705,0.95571,1.35038,0.004852,0.004852,0.004852
106,2450.7,1.60972,0.93139,1.22432,0.83104,0.72636,0.79172,0.38872,1.77249,0.9369,1.33453,0.0048025,0.0048025,0.0048025
107,2474.27,1.60178,0.94714,1.20598,0.82929,0.7192,0.79053,0.38131,1.78539,0.96666,1.34829,0.004753,0.004753,0.004753
108,2497.16,1.58501,0.92961,1.20362,0.81804,0.74071,0.79897,0.37843,1.81289,0.95506,1.35144,0.0047035,0.0047035,0.0047035
109,2520.53,1.59413,0.91863,1.19808,0.85375,0.7149,0.79742,0.38471,1.77823,0.93692,1.34569,0.004654,0.004654,0.004654
110,2542.84,1.55681,0.91548,1.19833,0.88931,0.69628,0.7924,0.38209,1.80021,0.94734,1.35839,0.0046045,0.0046045,0.0046045
111,2565.55,1.59234,0.93635,1.19594,0.82819,0.73496,0.79649,0.38766,1.78913,0.94344,1.34302,0.004555,0.004555,0.004555
112,2588.78,1.57311,0.92616,1.1943,0.85637,0.7235,0.80858,0.38546,1.78349,0.93451,1.34283,0.0045055,0.0045055,0.0045055
113,2613.49,1.55508,0.91304,1.18521,0.87679,0.72388,0.81133,0.39601,1.79701,0.93039,1.35225,0.004456,0.004456,0.004456
114,2636.24,1.57002,0.91083,1.20258,0.85337,0.70873,0.80382,0.38261,1.7954,0.94764,1.35007,0.0044065,0.0044065,0.0044065
115,2658.32,1.56389,0.90268,1.17673,0.84918,0.73639,0.80397,0.38674,1.7713,0.93551,1.33515,0.004357,0.004357,0.004357
116,2681.86,1.51992,0.88008,1.17375,0.83207,0.73828,0.80406,0.38961,1.76356,0.91859,1.34228,0.0043075,0.0043075,0.0043075
117,2703.51,1.58147,0.91146,1.20511,0.81396,0.73209,0.79653,0.38433,1.7795,0.9243,1.34036,0.004258,0.004258,0.004258
118,2725.9,1.5513,0.8985,1.19615,0.84196,0.73782,0.81193,0.39784,1.76293,0.91598,1.33712,0.0042085,0.0042085,0.0042085
119,2748.5,1.54834,0.88729,1.17732,0.86381,0.73639,0.81034,0.38952,1.76417,0.92054,1.33519,0.004159,0.004159,0.004159
120,2770.96,1.54906,0.88862,1.18839,0.84611,0.73352,0.81075,0.39245,1.77219,0.90536,1.3383,0.0041095,0.0041095,0.0041095
121,2794.49,1.54825,0.89404,1.17553,0.845,0.74642,0.80124,0.38199,1.79607,0.91591,1.35629,0.00406,0.00406,0.00406
122,2819.32,1.54498,0.88605,1.18085,0.84069,0.74642,0.81668,0.38789,1.77853,0.90684,1.35163,0.0040105,0.0040105,0.0040105
123,2842.49,1.53872,0.88221,1.17741,0.81684,0.75392,0.80593,0.38918,1.78825,0.90743,1.35561,0.003961,0.003961,0.003961
124,2865.77,1.55216,0.88405,1.19549,0.83873,0.75072,0.81165,0.39634,1.7746,0.91299,1.33345,0.0039115,0.0039115,0.0039115
125,2887.88,1.51464,0.85784,1.15508,0.83502,0.74212,0.81235,0.39335,1.76264,0.90512,1.32545,0.003862,0.003862,0.003862
126,2910.06,1.5138,0.85115,1.158,0.86328,0.74785,0.81495,0.39818,1.76452,0.90824,1.32867,0.0038125,0.0038125,0.0038125
127,2931.95,1.53268,0.87117,1.18093,0.87248,0.73515,0.81353,0.38868,1.7977,0.91032,1.35761,0.003763,0.003763,0.003763
128,2954.39,1.50601,0.86864,1.16385,0.8588,0.73496,0.81159,0.38387,1.79442,0.89648,1.35486,0.0037135,0.0037135,0.0037135
129,2977.72,1.52731,0.85216,1.16634,0.89659,0.7453,0.82519,0.39517,1.76161,0.87945,1.33143,0.003664,0.003664,0.003664
130,3000.55,1.52348,0.86202,1.17871,0.87608,0.75645,0.82642,0.39715,1.76838,0.87773,1.3418,0.0036145,0.0036145,0.0036145
131,3023.15,1.51078,0.86008,1.16528,0.83651,0.76233,0.80059,0.38903,1.78236,0.88524,1.35428,0.003565,0.003565,0.003565
132,3047.13,1.49792,0.84507,1.16587,0.84068,0.77364,0.82179,0.3999,1.75481,0.86303,1.33574,0.0035155,0.0035155,0.0035155
133,3070.22,1.50769,0.83042,1.14838,0.88632,0.73719,0.81867,0.3963,1.74775,0.88543,1.3261,0.003466,0.003466,0.003466
134,3092.55,1.50743,0.84782,1.15653,0.88123,0.73343,0.80558,0.38737,1.78448,0.8928,1.34758,0.0034165,0.0034165,0.0034165
135,3117.75,1.50234,0.85091,1.16353,0.87174,0.77794,0.82671,0.39975,1.75827,0.86639,1.33546,0.003367,0.003367,0.003367
136,3140.37,1.48718,0.84975,1.15621,0.87412,0.76648,0.8168,0.39929,1.74998,0.89206,1.32312,0.0033175,0.0033175,0.0033175
137,3163.32,1.50633,0.84558,1.16686,0.86372,0.75358,0.82262,0.40632,1.73594,0.87186,1.31411,0.003268,0.003268,0.003268
138,3185.97,1.47093,0.83598,1.15732,0.89136,0.76504,0.8223,0.40432,1.75578,0.86956,1.3301,0.0032185,0.0032185,0.0032185
139,3208.56,1.49075,0.84187,1.15662,0.8682,0.75358,0.82297,0.40398,1.74538,0.86922,1.32695,0.003169,0.003169,0.003169
140,3231.3,1.4991,0.8327,1.16016,0.89526,0.75922,0.82768,0.40517,1.75793,0.88379,1.32635,0.0031195,0.0031195,0.0031195
141,3254.53,1.48421,0.8249,1.15479,0.89099,0.76074,0.81989,0.39963,1.77951,0.86748,1.34448,0.00307,0.00307,0.00307
142,3276.74,1.47176,0.82203,1.14777,0.86996,0.75719,0.82254,0.39824,1.76826,0.86982,1.33866,0.0030205,0.0030205,0.0030205
143,3298.57,1.48835,0.82749,1.13788,0.88751,0.75735,0.83,0.39218,1.7916,0.86808,1.34771,0.002971,0.002971,0.002971
144,3321.78,1.45902,0.81259,1.14522,0.8925,0.76361,0.83092,0.40108,1.76965,0.86094,1.33125,0.0029215,0.0029215,0.0029215
145,3346,1.48068,0.81626,1.15071,0.8861,0.76648,0.82264,0.40123,1.76078,0.84782,1.33313,0.002872,0.002872,0.002872
146,3371.09,1.46346,0.80619,1.144,0.86326,0.76882,0.83104,0.39784,1.77521,0.85814,1.34078,0.0028225,0.0028225,0.0028225
147,3393.58,1.46245,0.81376,1.13847,0.85932,0.76134,0.8262,0.39689,1.7952,0.8563,1.35356,0.002773,0.002773,0.002773
148,3416.54,1.44542,0.79286,1.12822,0.85914,0.7952,0.83467,0.40658,1.74504,0.84412,1.33238,0.0027235,0.0027235,0.0027235
149,3438.85,1.452,0.80398,1.13576,0.87354,0.74225,0.82596,0.39476,1.7674,0.87135,1.34102,0.002674,0.002674,0.002674
150,3461.26,1.44607,0.79136,1.13393,0.8623,0.7536,0.82384,0.40771,1.75018,0.8589,1.338,0.0026245,0.0026245,0.0026245
151,3524.45,1.41752,0.7575,1.17377,0.8768,0.76468,0.8212,0.40637,1.74451,0.86315,1.33473,0.002575,0.002575,0.002575
152,3546.62,1.42052,0.74173,1.1832,0.86652,0.75333,0.82418,0.40956,1.75788,0.85782,1.33437,0.0025255,0.0025255,0.0025255
153,3569.31,1.42533,0.73224,1.1688,0.8725,0.76074,0.83046,0.40601,1.76736,0.86019,1.34424,0.002476,0.002476,0.002476
154,3591.43,1.39189,0.71827,1.15992,0.8686,0.76934,0.82961,0.40513,1.76082,0.86906,1.33203,0.0024265,0.0024265,0.0024265
155,3614.44,1.40336,0.72557,1.16841,0.89532,0.74355,0.81581,0.39984,1.76778,0.89123,1.3368,0.002377,0.002377,0.002377
156,3637.87,1.3946,0.71223,1.15803,0.89527,0.75932,0.82323,0.40238,1.77537,0.86504,1.33647,0.0023275,0.0023275,0.0023275
157,3661.82,1.37901,0.70502,1.15187,0.87985,0.76585,0.82985,0.39975,1.77083,0.85909,1.35171,0.002278,0.002278,0.002278
158,3683.93,1.37494,0.69789,1.15562,0.87658,0.76074,0.82794,0.40686,1.75195,0.84703,1.32975,0.0022285,0.0022285,0.0022285
159,3706,1.38876,0.69845,1.15672,0.87889,0.76361,0.82586,0.40747,1.75542,0.86433,1.32924,0.002179,0.002179,0.002179
160,3730.34,1.36611,0.69701,1.14371,0.87392,0.75474,0.82912,0.40416,1.76081,0.86069,1.3425,0.0021295,0.0021295,0.0021295
161,3752.61,1.38296,0.70584,1.15507,0.87899,0.75968,0.83265,0.40313,1.76965,0.8619,1.34075,0.00208,0.00208,0.00208
162,3775.91,1.35736,0.69501,1.14499,0.87399,0.77077,0.83258,0.39983,1.78249,0.86293,1.35377,0.0020305,0.0020305,0.0020305
163,3797.01,1.3795,0.70184,1.15635,0.90912,0.76504,0.84382,0.40875,1.76569,0.85303,1.34315,0.001981,0.001981,0.001981
164,3820.39,1.36148,0.69388,1.13946,0.90268,0.76074,0.83671,0.40346,1.77883,0.85655,1.34796,0.0019315,0.0019315,0.0019315
165,3842.57,1.35396,0.68941,1.13977,0.89055,0.77364,0.83615,0.40507,1.76407,0.84048,1.33794,0.001882,0.001882,0.001882
166,3866.15,1.35483,0.69417,1.13887,0.88779,0.75946,0.83402,0.40659,1.7517,0.85666,1.33349,0.0018325,0.0018325,0.0018325
167,3887.36,1.34744,0.68189,1.14615,0.88891,0.75664,0.82756,0.4048,1.76561,0.86094,1.34576,0.001783,0.001783,0.001783
168,3910.67,1.33202,0.67946,1.13532,0.89022,0.76218,0.82819,0.40534,1.76421,0.84412,1.34786,0.0017335,0.0017335,0.0017335
169,3932.33,1.33576,0.676,1.13011,0.88928,0.77937,0.84557,0.41032,1.76825,0.84517,1.33997,0.001684,0.001684,0.001684
170,3953.95,1.34412,0.67448,1.1246,0.86311,0.76504,0.82335,0.40831,1.76414,0.852,1.35043,0.0016345,0.0016345,0.0016345
