epoch,total_loss,hash_loss,quant_loss,cls_loss,val_acc
1,0.9779322055669931,0.2289095089221612,0.2441381131991362,0.42811754727974916,0.9505494505494505
2,0.7611599732667972,0.17717721141301668,0.1944129642767784,0.31969959307939577,0.9532967032967034
3,0.7087169381288382,0.16590976657775733,0.18486420237101042,0.2884159848476068,0.9519230769230769
4,0.6789957544742486,0.15900015525328806,0.1699874492791983,0.2566474844247867,0.9532967032967034
5,0.6635649036138486,0.16246889378779975,0.16820826285924667,0.24101301530996957,0.9532967032967034
6,0.6446525989434658,0.16063201427459717,0.16770255259978464,0.22404806048442155,0.9519230769230769
7,0.6227066547442706,0.15825261691441903,0.15672597671166444,0.20069294633009496,0.9532967032967034
8,0.591423402994107,0.1493953972672805,0.15204302966594696,0.17536561955244112,0.9532967032967034
9,0.5772867049926367,0.14936282409307283,0.15197293574993426,0.15977620887450683,0.9519230769230769
10,0.5750840275715559,0.1513067493454004,0.14794515073299408,0.15511639492634016,0.9532967032967034
11,0.5539556481899359,0.1488108657873594,0.15420908270738062,0.13625625826609442,0.9532967032967034
12,0.5500874549914629,0.14902182076221857,0.14699604495977744,0.13862058577629235,0.9532967032967034
13,0.5421890371885055,0.14914678705808443,0.15065728586453658,0.12710343052943548,0.9532967032967034
14,0.5985080309403248,0.1767054884097515,0.15713675587605208,0.16792224404903558,0.9532967032967034
15,0.5310682875987811,0.15204949505054033,0.15469874326999372,0.11925977659531128,0.9532967032967034
16,0.5161707225518349,0.1499568644242409,0.1526466904160304,0.10487739569865741,0.9546703296703297
17,0.5167112671411954,0.15118214067740318,0.1540288650072538,0.10886001204833007,0.9519230769230769
18,0.5321079889933268,0.15794382836574164,0.16299576293199491,0.12244227261115344,0.9519230769230769
19,0.505644413905266,0.1506039057022486,0.15542816886535057,0.10485737617963399,0.9519230769230769
20,0.48807917573513127,0.14676851607286012,0.15033563283773568,0.08092728964029214,0.9532967032967034
21,0.4926914114218492,0.14915471848769066,0.15598999842619285,0.09726366209678161,0.9519230769230769
22,0.48069670643561924,0.14528068288778648,0.14791536675049707,0.09051468548102257,0.9532967032967034
23,0.47774544740334535,0.14666865288447112,0.14060769019982752,0.0890026440223058,0.9519230769230769
24,0.48089714921437776,0.1493274842699369,0.14710978781565642,0.09352049116904919,0.9519230769230769
25,0.4732091671381241,0.14524918546279272,0.14253386988853797,0.08762441527767059,0.9546703296703297
26,0.47387789839353317,0.14725133470999888,0.1402758818406325,0.0943807411270264,0.9546703296703297
27,0.4638404762133574,0.14667382454260802,0.14619693503930017,0.0834474975290971,0.9519230769230769
28,0.5153266688187917,0.16980891216259736,0.14374396930902433,0.12275650390447715,0.9478021978021978
29,0.4596883952617645,0.1434802477940535,0.14046767086554796,0.09335990011309966,0.9505494505494505
30,0.5057712571743207,0.16555450226251894,0.14061295737822851,0.11886540017066857,0.9478021978021978
31,0.4506593743960063,0.1440664237508407,0.145488070944945,0.08715160506275985,0.9491758241758241
32,0.43466776303755933,0.14227856963108748,0.13578532674373725,0.06491923580567042,0.9519230769230769
33,0.4366057492219485,0.14186409937265593,0.1434892054933768,0.06824113925298055,0.9532967032967034
34,0.42131334161147094,0.13730694907598007,0.13152257620524138,0.06107971788598941,0.9532967032967034
35,0.4321035803892674,0.14342814282729074,0.1425295848494921,0.0678094119215623,0.9519230769230769
36,0.4331364157872322,0.14391602098177642,0.14145914293252504,0.06796278871404819,0.9519230769230769
37,0.42448982443564975,0.14098094804928854,0.146065530868677,0.06822530734233367,0.9478021978021978
38,0.424121604515956,0.13767787508475474,0.13449156819245753,0.07329908347664735,0.9519230769230769
39,0.43382993187659824,0.14216910035182267,0.1369751670803779,0.08577797638300137,0.9519230769230769
40,0.42147458975131696,0.14229444509897476,0.13516315951561317,0.0696742088557818,0.9505494505494505
41,0.4177560049753923,0.14005601654450098,0.1313000670992411,0.06490790605162963,0.9532967032967034
42,0.4267812898525825,0.14293919503688812,0.13108897705872855,0.0776636639657693,0.9519230769230769
43,0.40553507667321426,0.13809731698189026,0.1350763961672783,0.060240935056637496,0.9519230769230769
44,0.40364170685792583,0.13593714435895285,0.12517393265779203,0.0681373842824728,0.9519230769230769
45,0.3727092139231853,0.12605537340427056,0.12635003125820404,0.037425899400542945,0.9519230769230769
46,0.3820402408257509,0.1304821171439611,0.12215296924114227,0.04631920617360335,0.9505494505494505
47,0.4321391781171163,0.15605374769522593,0.12744014958540598,0.08432194657432728,0.9505494505494505
48,0.3988408774901659,0.13571404436459908,0.13304149397672752,0.06711089558517322,0.9519230769230769
49,0.3999776091331091,0.13530265578092673,0.1303937309063398,0.07128270491002461,0.9505494505494505
50,0.3685731834326035,0.12977075423949805,0.13226697116326064,0.03816814930775227,0.9519230769230769
51,0.3713980882595747,0.12991940153714937,0.12244474295622264,0.04491535125252528,0.9519230769230769
52,0.3739615640579126,0.13108930259178847,0.1310808987189562,0.048901670827315405,0.9491758241758241
53,0.37649842103322345,0.13334272935604438,0.13261435295526797,0.04476432273021111,0.9505494505494505
54,0.3831261870188591,0.13701395174631706,0.1349779506906485,0.047577074131904505,0.9505494505494505
55,0.38774804579905975,0.13735163154510352,0.13489386286491004,0.06261047386588195,0.9519230769230769
56,0.36743468810350466,0.13045965478970453,0.13096592651727873,0.048644532998784996,0.9519230769230769
57,0.3610316889408307,0.13093263082779372,0.13407378471814668,0.040226857392833784,0.9532967032967034
58,0.3572668226865622,0.1283286607418305,0.12932377327711153,0.03723047377589422,0.9532967032967034
59,0.3687282235194475,0.13177936046551436,0.12913337712868667,0.05014233420101496,0.9519230769230769
60,0.36000793637373507,0.12962633046584252,0.12558017117090714,0.038384016030109845,0.9532967032967034
61,0.35844647196623,0.13028509246233183,0.12947636460646605,0.040892050529901795,0.9532967032967034
62,0.3607199107989287,0.13138525780194846,0.1316474192799666,0.043731097848369524,0.9505494505494505
63,0.3372404009867937,0.12297453463841708,0.12842016991896507,0.028595033650979016,0.9519230769230769
64,0.33926507142873913,0.12432054124581508,0.12027099518439709,0.03143045898431387,0.9519230769230769
65,0.33512868942358554,0.12347933095999253,0.12928072745219255,0.026169362143637277,0.9532967032967034
66,0.39566362286225343,0.14352167397737503,0.11886347696567193,0.09752856677350326,0.9519230769230769
67,0.343871628626799,0.12644076767640236,0.12280308187772067,0.0456367803689761,0.9519230769230769
68,0.37012274448688215,0.1349309021845842,0.13056635971252734,0.05797690506546925,0.9505494505494505
69,0.31843311740801883,0.11726039151350658,0.11873037520891581,0.019459406391550332,0.9532967032967034
70,0.34650182189085543,0.12226315473134701,0.11622304087265944,0.05746566891097105,0.9532967032967034
71,0.3352356277979337,0.12350397060314815,0.1235279251749699,0.04156768231246716,0.9519230769230769
72,0.3535401775286748,0.124652304710486,0.12767132027791098,0.06770896350439543,0.9532967032967034
73,0.347151816655428,0.12748980636780077,0.12659403624442908,0.04642597273087654,0.9519230769230769
